Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Planned,Executable,Rejected,UsedShortPassage,FailedShortPassage,SafeReroute,Length,RememberedCells
Geometry + failure memory,15,1,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry + failure memory,15,1,2,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,15,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,15,3,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,15,4,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + failure memory,15,5,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,16,1,1,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry + failure memory,16,1,2,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,16,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,16,3,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,16,4,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,16,5,1,"(5, 6)","(44, 8)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,17,1,1,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry + failure memory,17,1,2,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,45.213,45
Geometry + failure memory,17,2,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + failure memory,17,3,1,"(5, 5)","(44, 6)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,17,4,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.941,45
Geometry + failure memory,17,5,1,"(5, 6)","(44, 8)",17,True,True,False,False,False,True,48.113,45
Geometry + failure memory,18,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,18,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,18,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + failure memory,18,3,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,18,4,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,18,5,1,"(5, 9)","(44, 5)",17,True,True,False,False,False,True,48.113,45
Geometry + failure memory,19,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,19,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,19,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,19,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,19,4,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,48.113,45
Geometry + failure memory,19,5,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + failure memory,20,1,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,20,1,2,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,20,2,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,20,3,1,"(5, 8)","(44, 8)",17,True,True,False,False,False,True,47.284,45
Geometry + failure memory,20,4,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + failure memory,20,5,1,"(5, 8)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Geometry + failure memory,21,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,21,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,21,2,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,21,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,21,4,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,21,5,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,22,1,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry + failure memory,22,1,2,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,22,2,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,22,3,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,22,4,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,22,5,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + failure memory,23,1,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry + failure memory,23,1,2,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + failure memory,23,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,23,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,23,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Geometry + failure memory,23,5,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,24,1,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + failure memory,24,1,2,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,24,2,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,45.213,45
Geometry + failure memory,24,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,24,4,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,24,5,1,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,25,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + failure memory,25,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,25,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,25,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + failure memory,25,4,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,25,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,26,1,1,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,26,1,2,"(5, 5)","(44, 8)",16,True,True,False,False,False,True,47.698,45
Geometry + failure memory,26,2,1,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,26,3,1,"(5, 6)","(44, 6)",17,True,True,False,False,False,True,48.941,45
Geometry + failure memory,26,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,26,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,48.113,45
Geometry + failure memory,27,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry + failure memory,27,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,27,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,27,3,1,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,27,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,27,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,28,1,1,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry + failure memory,28,1,2,"(5, 5)","(44, 7)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,28,2,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,28,3,1,"(5, 8)","(44, 6)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,28,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + failure memory,28,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,29,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,29,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,29,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,29,3,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,29,4,1,"(5, 6)","(44, 5)",15,True,True,False,False,False,True,47.698,45
Geometry + failure memory,29,5,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,0,1,1,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,0,1,2,"(5, 8)","(44, 8)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,0,2,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,0,3,1,"(5, 8)","(44, 7)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,0,4,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,0,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,1,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,1,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,1,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,1,3,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,1,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + memory + reject,1,5,1,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,2,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,2,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,2,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,2,3,1,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,2,4,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,2,5,1,"(5, 5)","(44, 9)",15,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,3,1,1,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,3,1,2,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,3,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,3,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,3,4,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,3,5,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,4,1,1,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,4,1,2,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,4,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,4,3,1,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,45.213,45
Geometry + memory + reject,4,4,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,4,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,5,1,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,5,1,2,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,5,2,1,"(5, 9)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,5,3,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,5,4,1,"(5, 8)","(44, 7)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,5,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,6,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,6,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,6,2,1,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,6,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + memory + reject,6,4,1,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,6,5,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,7,1,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,7,1,2,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,7,2,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,7,3,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,7,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,7,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,8,1,1,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry + memory + reject,8,1,2,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,8,2,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,8,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,8,4,1,"(5, 7)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,8,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,9,1,1,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Geometry + memory + reject,9,1,2,"(5, 7)","(44, 8)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,9,2,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,9,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,9,4,1,"(5, 9)","(44, 9)",17,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,9,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,10,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,10,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,10,2,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,10,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,10,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,10,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,11,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,11,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,11,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,11,3,1,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,11,4,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,11,5,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,12,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,12,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,12,2,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,12,3,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,12,4,1,"(5, 7)","(44, 7)",17,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,12,5,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,45.213,45
Geometry + memory + reject,13,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,13,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,13,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,13,3,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,13,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,13,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,14,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,14,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,14,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,14,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,14,4,1,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,14,5,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,15,1,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry + memory + reject,15,1,2,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,15,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,15,3,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,15,4,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,15,5,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,16,1,1,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry + memory + reject,16,1,2,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,16,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,16,3,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,16,4,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,16,5,1,"(5, 6)","(44, 8)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,17,1,1,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,17,1,2,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,45.213,45
Geometry + memory + reject,17,2,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,17,3,1,"(5, 5)","(44, 6)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,17,4,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,17,5,1,"(5, 6)","(44, 8)",17,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,18,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,18,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,18,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,18,3,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,18,4,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,18,5,1,"(5, 9)","(44, 5)",17,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,19,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,19,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,19,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,19,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,19,4,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,19,5,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,20,1,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,20,1,2,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,20,2,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,20,3,1,"(5, 8)","(44, 8)",17,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,20,4,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,20,5,1,"(5, 8)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,21,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,21,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,21,2,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,21,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,21,4,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,21,5,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,22,1,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,22,1,2,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,22,2,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,22,3,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,22,4,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,22,5,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,23,1,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,23,1,2,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,23,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,23,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,23,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,23,5,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,24,1,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,24,1,2,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,24,2,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,45.213,45
Geometry + memory + reject,24,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,24,4,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,24,5,1,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,25,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,25,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,25,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,25,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + memory + reject,25,4,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Geometry + memory + reject,25,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,26,1,1,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,26,1,2,"(5, 5)","(44, 8)",16,True,True,False,False,False,True,47.698,45
Geometry + memory + reject,26,2,1,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,26,3,1,"(5, 6)","(44, 6)",17,True,True,False,False,False,True,48.941,45
Geometry + memory + reject,26,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,26,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,48.113,45
Geometry + memory + reject,27,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,27,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,27,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,27,3,1,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,27,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,27,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + memory + reject,28,1,1,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry + memory + reject,28,1,2,"(5, 5)","(44, 7)",15,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,28,2,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + memory + reject,28,3,1,"(5, 8)","(44, 6)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,28,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + memory + reject,28,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + memory + reject,29,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry + memory + reject,29,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + memory + reject,29,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Geometry + memory + reject,29,3,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + memory + reject,29,4,1,"(5, 6)","(44, 5)",15,True,True,False,False,False,True,47.698,45
